word;nSub;ValenceM;ValenceSD;ArousalM;ArousalSD;HappyM;HappySD;AngerM;AngerSD;SadM;SadSD;FearM;FearSD;DisgustM;DisgustSD;ConcretenessM;ConcretenessSD
ÇİÇEK;36;5.558823529;2.986750301;4.852941176;2.524214284;76.58064516;26.13015397;6.193548387;15.1138333;8.935483871;15.87857148;4.483870968;12.62767059;5.4;14.53556874;90.86666667;12.52510123
SÜTLAÇ;35;6.171428571;2.833473386;5.8;2.298336995;77.15151515;30.35119562;3.5;11.71721398;7.133333333;18.17298741;3.1;10.8002235;5.4;16.3086607;91.57575758;20.55180999
SALATA;35;5.885714286;1.676330526;3.8;2.193573501;55.72727273;34.41408935;2.484848485;6.851647667;7;17.54992877;1.242424242;3.648889412;5.40625;18.11408181;92.41176471;14.33393441
ATLETİZM;37;6.432432432;1.482125736;4.540540541;2.399011308;50.79411765;37.99105111;11.55882353;23.27333131;16.97058824;28.54181971;13.85294118;21.16476826;5.411764706;14.97901086;84.35294118;18.64644308
PARLAK;36;6.694444444;1.090725694;4.805555556;2.149012324;56.58064516;29.27658244;8.419354839;11.57230658;4.225806452;8.566250356;9.84375;16.00626767;5.419354839;15.26602807;74.29411765;23.13796488
ÇİKOLATA;40;7.3;1.870143283;6.475;2.320339277;78.83333333;26.85569905;4.676470588;11.45140084;11.62857143;22.39365156;7;15.93357423;5.441176471;14.65397076;90.16216216;14.39234656
RAHATLAMIŞ;36;7.485714286;1.669297643;6.342857143;1.862049111;78.15151515;18.62142787;7.21875;12.59988319;10.5;19.67969315;7.34375;12.84801824;5.451612903;13.17026628;36.78787879;31.25775661
ÜTOPYA;35;5.142857143;2.545386335;4.885714286;2.348609458;60.93103448;35.37748581;7.461538462;16.80054944;15.03571429;25.9007824;14.7037037;23.571193;5.461538462;15.03923075;17.09375;26.87889132
ŞAPKA;37;5.5;2.15804144;3.472222222;2.443488269;49.16666667;35.9204901;4.6;7.71742319;6.172413793;11.90158743;8.413793103;17.53265778;5.464285714;16.32195101;94.7027027;16.79097784
KOLYE;37;5.555555556;2.248103257;4.638888889;2.485992504;68.06451613;26.50777934;10.74193548;16.73711991;20.06666667;28.68849743;12.1;24.48412575;5.466666667;11.75536072;88.78787879;18.54345837
KASE;37;5.277777778;1.466017172;2.638888889;2.153439478;21.8;30.28751118;6.5;17.19592975;5.192307692;12.29315006;9.5;23.75752512;5.5;12.42658441;91.61290323;14.80918053
EFSANE;36;6.657142857;1.607754319;5.142857143;2.315457738;59.2;33.19680084;11.9;21.76100594;12.09677419;17.35579603;22.87096774;29.30613353;5.516129032;11.48584917;21.51515152;27.96104568
KOMİK;35;7.571428571;1.614014255;5.914285714;2.227784821;75.90322581;29.88015488;5.451612903;13.27111829;5.35483871;13.19986966;4.548387097;11.78654235;5.533333333;12.37832737;31.4;30.99566154
KAYA;39;5.184210526;1.557115545;3.763157895;2.49793656;31.83870968;32.46957219;8.933333333;17.18245563;14.36666667;23.32304371;18.16666667;27.49681277;5.566666667;17.03481897;90.18181818;17.06138649
GALİBİYET;34;4.647058824;3.227555158;6.117647059;2.567450166;87.2;15.05484227;6.096774194;11.04944897;7.741935484;17.28962645;10.48387097;19.83073535;5.580645161;15.29874547;37.48387097;33.14802253
SEYAHAT;36;5.583333333;2.941088234;6.388888889;2.046289712;80.4516129;26.77167497;7;16.24807681;11.73333333;19.68183713;21.87096774;24.02046618;5.586206897;12.35347621;69.5;30.44614494
YOGA;37;6.611111111;1.886459689;4.638888889;2.641999003;58.64705882;36.29999779;4.935483871;9.767072178;6.965517241;14.52456726;5.8;12.84496413;5.6;13.58396621;72.64705882;31.29999744
DİNÇ;37;7.628571429;1.352246808;5.857142857;2.315457738;78.58064516;19.84401538;10.51612903;17.52877818;8.451612903;14.71923619;9.193548387;18.51741407;5.6;13.51780435;44.96666667;30.20788129
ÖZGÜRLÜK;39;8.157894737;1.516152952;7.578947368;1.670597546;88.54054054;13.73477863;16;23.94724594;24.64864865;30.33261557;34.74285714;31.90735012;5.6;11.51265289;21.97222222;30.69712514
ÖDÜL;36;7.514285714;1.669297643;6.485714286;2.405525851;72.94117647;30.50279786;6.133333333;12.73532511;8.290322581;15.21883383;13.19354839;22.95708947;5.612903226;12.23295391;78.7;24.19055102
GELİŞTİRMEK;37;6.837837838;1.675203363;5.540540541;2.142099108;71.96969697;22.31659255;9.161290323;16.93929706;11.28125;18.98256309;16.90322581;24.14174095;5.64516129;13.13151016;36.64516129;27.41477508
SADE ;38;6.263157895;1.898565753;4.5;2.648303894;58.8;31.32730438;9.571428571;20.65299539;11.2;22.44313075;8.942857143;19.81078562;5.676470588;17.19887344;48.14285714;35.12426918
SAĞLAM;34;7.205882353;1.855040827;5.323529412;2.543209476;61.96969697;32.22041749;15.16666667;28.3489139;12.63333333;25.63064348;13.44827586;27.76764073;5.7;12.97783256;57.96774194;33.24904397
KAHKAHA;40;7.894736842;1.573247179;6.973684211;2.174630656;86.97297297;18.72385063;5.657142857;12.87940183;7.428571429;14.50818372;6.454545455;17.1648094;5.71875;12.54986024;74.46875;28.43893784
GÖNÜLLÜ;36;7.083333333;1.696635326;5.361111111;2.404196067;62.96666667;30.07746703;4.896551724;9.220880139;10.26666667;20.07560423;6.666666667;12.45774467;5.724137931;14.31007775;55.5;36.6631921
SEVİNÇ;39;7.947368421;1.487740322;6.815789474;2.141674808;83.23529412;24.94242926;6.382352941;13.82140349;11.05714286;20.00138651;11.41176471;21.4095952;5.735294118;14.25377956;20.26470588;24.29030087
KİLİSE;31;5.4;1.631584802;3.3;1.985290737;21.7826087;26.16374404;8.24;16.29744356;10.88;20.72904564;19.95833333;31.87268036;5.76;13.80603733;81.07407407;25.34974727
ÇİFTLİK;34;6.647058824;1.453988307;5.264705882;2.477887951;66;32.99292854;6.833333333;14.61006581;6.724137931;13.02167575;8.034482759;14.27405929;5.766666667;12.56070318;91;10.90723347
REHBER;39;6.081081081;1.516179013;4.5;2.274077521;46;37.33928524;7.892857143;14.48201768;6.428571429;12.29401713;8.142857143;14.63560925;5.785714286;12.09945558;80.90322581;20.37212939
SAKİN;40;7.051282051;1.316868653;4.384615385;2.335260434;69.11764706;30.07542509;5.375;10.4811659;13.51515152;21.17209427;8.666666667;20.15357702;5.787878788;15.87009289;26.16216216;32.16408756
HARİKA;36;6.277777778;3.131509094;5.805555556;2.376304988;77.82352941;25.92585066;9.696969697;18.67733394;9.636363636;18.68959968;13.06060606;24.46929121;5.787878788;15.63001435;20.8;24.23790135
MARANGOZ;39;5.756756757;1.382538033;3.891891892;2.195750742;34.8;33.5326912;6.666666667;15.49044941;9.967741935;20.49306203;7.034482759;14.61281912;5.821428571;14.37089026;92.4375;12.74296137
BABA;36;7.6;1.752309401;6.371428571;2.365011059;82.22580645;24.92884498;26.24137931;33.62360477;32.61290323;34.81539642;32;37.06489514;5.827586207;12.20968282;82.42424242;25.36857099
İYİLİK;35;5.647058824;3.454310903;5.911764706;2.46635109;88.46666667;14.54537095;7.482758621;21.95713468;14.79310345;27.53488607;7.655172414;18.29964063;5.833333333;15.79411356;14.48387097;19.3767403
JİMNASTİKÇİ;37;5.657142857;1.349136045;4.228571429;2.38975404;48.04;33.58382547;9.730769231;15.65517855;13.37037037;17.87810898;9.296296296;14.22028566;5.846153846;13.21723816;87.51724138;20.28655552
EVRE;39;4.846153846;0.904330562;3.871794872;1.82352301;15.5862069;21.67374521;11.20689655;23.64526427;11.31034483;21.98717719;11.82758621;20.29086523;5.862068966;15.05875194;41.89655172;35.11038189
SİNEMA;39;7.394736842;1.732666648;6;2.504050772;78.16666667;26.15940148;5.774193548;15.52569843;14.63333333;22.66165428;13.24137931;27.90885058;5.870967742;17.32963153;80.30555556;25.75801617
SAKİNLEŞTİRMEK;42;6.512195122;1.976384973;4.682926829;2.090921141;52.76470588;32.19548135;21.35483871;29.38088765;29.65625;30.4859665;26.48387097;31.50753451;5.875;17.81400319;33.09375;31.17625169
İPEK;40;6.2;1.63613052;4.7;2.221110833;58.2;27.5016577;8.352941176;19.39366087;11.32352941;22.91978183;3.757575758;7.766234219;5.882352941;12.70591536;74.97297297;26.19423864
OKYANUS;37;5.621621622;2.53148344;5.378378378;2.032395294;64.48484848;31.5308591;11.55555556;20.84804609;21.96428571;26.34877486;43.82758621;35.01129304;5.884615385;11.85690321;81.51612903;23.18889241
BAKIR;37;4.972222222;1.647268061;3.722222222;2.262881994;19.10714286;27.12568727;4.777777778;12.59833119;6.37037037;16.14870356;5.296296296;12.83868797;5.925925926;13.31836767;93.0625;15.9271274
BAL;36;6.611111111;2.074026832;4.638888889;2.14013054;62.12903226;29.53048361;1.96969697;4.355204132;4.5;13.14315123;7.441176471;18.53283928;5.939393939;16.30172421;88.44117647;18.99312663
SÜRPRİZ;37;4.891891892;2.970070929;6.243243243;2.385202128;78.63333333;27.03699041;8.655172414;19.0867865;12.27586207;21.96246238;23.16666667;33.61966105;5.964285714;17.34077221;52.4;36.80479729
OYUNCAK;33;7.060606061;1.519444675;5.242424242;2.462599021;72.4375;27.00649563;9.275862069;17.89831706;17.75862069;24.74968279;8.482758621;19.63164481;5.965517241;15.28884458;89.25;14.13300872
SERGİ;36;4.694444444;1.737312283;4.444444444;2.273379416;48.27586207;30.47117672;7.333333333;14.46358885;8.466666667;13.74078584;6.033333333;12.99464965;5.966666667;11.40321592;86.85714286;13.26681587
SEVİNÇLİ;34;7.823529412;1.290303893;5.588235294;2.34995354;82.21212121;22.17086711;4.677419355;9.170194824;6.4375;12.2472841;7.064516129;15.49179457;5.967741935;14.67761078;23.84375;27.51082998
ÇARE;40;6.538461538;2.162432279;5.794871795;2.284726025;66.81818182;35.45724057;9.696969697;18.52951168;25.60606061;35.17628764;21.15625;30.95064685;5.96969697;13.80779863;34.02941176;32.52363737
ŞEKER;40;6.5;1.754116039;5.1;2.060619772;65.38709677;28.0483837;5.172413793;12.97268825;5.714285714;14.16792711;11.66666667;23.71138724;6;16.50140286;89.4137931;19.73307094
BEREKET;39;7.897435897;1.353258675;5.769230769;2.070615704;76.02777778;29.61513716;7.147058824;12.71632774;8.294117647;15.81623526;7.666666667;15.0242859;6;14.93014035;35.02941176;30.72407534
UÇUŞ;33;6.757575758;1.299766879;5.909090909;2.097075886;73.79310345;21.83440815;6.653846154;15.20774094;10.8;16.81517172;48.6;31.6811703;6;13.29661611;70.72413793;28.53431087
GOLFÇÜ;37;4.756756757;2.005622727;3.486486486;2.512431554;21.3030303;31.02567974;8.294117647;17.01964892;10.97058824;24.14913926;8.647058824;22.03424656;6.029411765;15.43605636;91.94285714;13.79672352
EŞ;34;7.205882353;1.719397565;5.911764706;2.391495628;77.75;29.00399079;15.48148148;21.01166411;22.74074074;27.84378482;23.28;28.50806903;6.037037037;14.80769416;65.59259259;34.9452971
HOŞ;39;7.564102564;1.483148709;5.41025641;2.267829344;68.82857143;26.17305048;6.142857143;14.50383896;8.428571429;15.95081727;5.828571429;12.92622895;6.057142857;13.21973315;21.17647059;26.03316136
BAŞLANGIÇ;36;6.472222222;1.482972134;5.277777778;2.132886858;65.92857143;24.88183715;11.66666667;17.64609349;19.03571429;24.56055576;45.57142857;31.89267717;6.068965517;10.67684756;40.22580645;30.26517215
ŞENLİKLİ;39;7.631578947;1.261081746;5.552631579;2.075563986;77.80555556;22.88707613;6.171428571;13.86804561;6.571428571;13.87186258;6.828571429;14.06599093;6.088235294;14.072039;45.55555556;32.27422186
FAYDALI;39;7.657894737;1.400314941;5.105263158;2.128182497;73.66666667;24.01128207;6.35483871;13.08319122;6.806451613;15.26743671;10.77419355;22.14152912;6.129032258;13.60083805;29.21875;29.60027722
TANE;37;5.055555556;0.983998968;3.25;2.346730248;23.11111111;29.41916347;8.8;19.20560263;8.933333333;19.01529935;6.366666667;15.27107551;6.2;15.14618422;77.40625;29.41785652
YUNUS;37;6.138888889;2.809705402;5;2.242447642;77.09677419;20.13182363;8.689655172;18.91164314;9.586206897;16.23602089;8.034482759;16.93998389;6.206896552;16.49107835;90.84848485;15.0085834
PENCERE;37;6.243243243;1.754445234;4.432432432;2.598509621;56.86111111;35.239712;9.212121212;16.87964302;20.625;25.33485423;15.79411765;22.46314073;6.21875;13.53784272;83.42857143;24.11526941
PİLAV;39;6.179487179;1.652299751;4.41025641;2.413971926;61.94285714;32.01097501;8.371428571;19.13740672;10.05714286;20.97609684;7.171428571;15.6364689;6.235294118;14.96269872;94.89189189;11.89954197
CAM;36;5.058823529;1.126570997;3.5;2.033805211;28.25925926;32.08113823;8.714285714;18.92843666;5.740740741;13.13712471;16.21428571;25.80031172;6.25;15.47189806;92.56666667;12.06786366
GÖKYÜZÜ;40;7.375;1.970129502;5.475;2.298131906;82.54054054;18.44751503;6.432432432;13.58827219;20.51351351;25.83453935;12.02777778;19.40321934;6.305555556;15.99074633;83.05555556;20.32583781
EĞLENCE;37;7.783783784;1.356775899;7.027027027;1.81791221;85.78378378;14.88126177;11.38235294;20.14194283;8.818181818;16.22007735;15.03030303;23.04409475;6.3125;11.75951914;41.70588235;35.0078168
KÖPRÜ;35;5.441176471;1.418304076;3.647058824;2.116061993;39.95833333;34.36312377;7.2;14.90525634;17.53846154;24.12174251;23.29166667;27.73238441;6.32;13.86458318;90.5483871;15.86996893
FUAR;38;6.297297297;1.506741607;4.513513514;2.490221115;58.15625;36.46306958;5.3;10.59651862;7;13.56703785;9.709677419;16.69170163;6.322580645;12.94703852;86.28125;18.89911139
GÜVENLİ;41;7.692307692;1.453740116;5.846153846;2.32309301;75.97142857;25.59122749;9.611111111;20.22202163;11.22222222;21.04703727;18.38888889;30.58597043;6.342857143;18.21431702;31.61111111;32.0421845
GÖLGE;41;4.35;1.610064499;4.4;2.351213544;14.63333333;18.22178184;17.8;26.49450171;25.71875;32.20522335;48.09375;38.7168042;6.366666667;13.56588859;60.36842105;35.84080496
BANYO;33;6.151515152;1.769908404;4.71875;2.43938616;56.96666667;30.50210093;5.931034483;19.45311403;9.6;22.20531157;10.6;20.64076983;6.366666667;17.20762328;86.87096774;20.02788379
İLHAM;39;7.41025641;1.551195612;6.282051282;1.972824824;82.40625;14.41965365;11.8125;21.40310122;21.71875;33.15869406;18.90625;28.4041789;6.366666667;17.55480744;19.15151515;26.01576591
KAZANÇ;39;7.675675676;1.453999351;6;2.223610677;81.27586207;20.85305142;9.59375;13.8537508;8.59375;12.82099934;15.46875;21.64521012;6.375;11.44058988;58.71875;28.47889357
TREN;38;4.868421053;1.818390328;4.315789474;2.243371776;58.35483871;33.7456648;10.4137931;19.04602929;18.06896552;25.93526424;20.79310345;27.83802552;6.392857143;16.00078536;89.22222222;16.08745938
LİRİK;34;5.212121212;2.027276124;4.333333333;2.557668209;47.06896552;35.20950667;14.75862069;27.37524321;30.6;31.73119861;9.966666667;19.06519366;6.413793103;19.7384998;21.17241379;25.34768088
YILDIZ;38;6.72972973;1.592493653;5.083333333;2.285044545;66.08823529;30.91764981;10.80555556;18.75377211;15.11111111;25.08816201;13.63888889;24.0655685;6.416666667;18.4133104;73.51428571;31.21215019
BİLEZİK;38;4.552631579;1.36950116;3.815789474;2.051436717;45.45454545;30.0323689;5.878787879;13.6169875;5.909090909;12.06587035;7.424242424;13.93742781;6.424242424;15.94331816;92.61111111;15.50166402
KIR;36;6.088235294;2.597990448;5.029411765;2.657012381;71.33333333;33.07441106;3.896551724;12.46522256;6.379310345;15.97858789;7.103448276;17.1429803;6.448275862;19.43962486;88.58064516;15.72635621
TURTA;39;7.461538462;2.037105194;6.179487179;2.624497896;87.97142857;14.85911428;5.972222222;17.10553145;8.75;20.0547465;6.472222222;17.71921654;6.472222222;17.49691583;95.46153846;8.68709313
MÜTEVAZI;35;5.882352941;2.637316196;4.705882353;2.443661086;61.14285714;32.63117606;3.925925926;6.804556878;4.481481481;7.197063345;8.62962963;21.11716063;6.481481481;14.79181263;33.5483871;33.25240714
SOMUN;38;5.567567568;1.302573106;3.918918919;2.139293476;39.25;30.83363363;5.966666667;14.97234999;6.966666667;15.58399562;4.068965517;11.82289255;6.516129032;16.41111609;84.5;25.73437515
KOŞU;33;5.59375;1.643351709;4.65625;2.119180837;44.18518519;31.20039082;8.115384615;16.23656841;5.076923077;9.251694232;10.44444444;20.19964458;6.518518519;17.61854436;81.67857143;21.23772599
ERDEM;35;6.914285714;1.8530012;5.342857143;2.235316232;59.64285714;31.33595058;8.538461538;19.84788305;5.481481481;11.42322321;5.074074074;13.3817497;6.518518519;13.75435699;15.35483871;27.90167066
UZUNLUK;36;5;1.309307341;3.888888889;2.446896317;26.2962963;30.49062254;11.42857143;17.71676037;13.82758621;21.56728502;7.965517241;13.53957891;6.535714286;11.35123469;79.16129032;27.31311867
NEKTAR;34;5.352941176;2.130334345;4.441176471;2.464181916;53.5862069;30.59121868;5;12.75408431;4.821428571;11.40517612;4.535714286;11.71413247;6.535714286;11.55175838;88.25;16.0222646
SEVİLEN;36;7.514285714;1.521829947;5.444444444;2.183633204;74.52777778;24.61182772;9.333333333;20.69218854;10.81818182;20.13463208;11.60606061;22.77874474;6.545454545;17.71844186;29.11428571;27.26317429
MELODİ;40;7.333333333;1.991208749;6.358974359;2.230024539;72.28571429;26.8816266;8.361111111;16.75734854;23.52941176;30.9850749;10.97142857;19.79228268;6.571428571;13.56961509;65.19444444;34.36594614
UĞUR;35;6.323529412;2.625291767;5.117647059;2.507742023;61.63636364;35.11838744;6.032258065;17.70778336;7.25;17.70365371;5.1875;15.99483283;6.64516129;20.79029964;13.60606061;22.68113119
BAHÇE;40;7.325;1.421221937;5.075;2.055480479;76.19444444;22.87458908;10.76470588;23.12031617;17.69444444;24.94544842;9.058823529;19.15161387;6.647058824;15.318601;86.78378378;15.7040956
FIRSAT;37;7.027027027;2.061370721;6.72972973;2.129797182;72.65714286;27.27953646;11.52941176;17.83975012;15;21.77989064;27.55882353;28.03049333;6.647058824;12.97756188;36.67647059;26.53953094
BUZUL;33;5.181818182;1.685499656;4.454545455;1.937958157;33.44827586;34.05938743;9.862068966;17.31787709;21.10344828;28.45842184;35.83333333;32.4951809;6.655172414;14.76549032;83.96875;23.18854608
MEYVE;39;7.552631579;1.501303369;5.526315789;2.688683412;75.2;29.32355006;6.34375;15.3950335;6.0625;14.79960222;3.129032258;6.333729473;6.65625;10.91790295;96.91176471;5.107140854
AFİYET;35;6.882352941;1.512868155;4.058823529;2.411351645;61.25;30.8348348;7.3;16.14407119;7.6;15.43976058;9.344827586;19.00991445;6.666666667;15.67632375;37.125;33.39282326
İYİ;34;7.705882353;1.467411899;5.235294118;2.42535625;74.92857143;30.47394585;9.185185185;22.22617486;10.03846154;18.97046287;9.961538462;18.44230087;6.68;18.2750285;17.86666667;17.50809337
İLERLEME;41;7.2;1.682488999;5.35;2.465661611;69.38235294;31.88332395;8.529411765;14.06529211;7.147058824;11.91416868;21.41176471;26.90174901;6.705882353;12.65516881;34.33333333;31.12341027
MÜREKKEP;38;5.378378378;1.515683772;3.567567568;2.179966113;27.20689655;32.93541224;5.965517241;13.83701753;11.89655172;26.40663449;9.172413793;19.72139695;6.724137931;16.49436387;91.02777778;19.74767416
ELBİSE;36;6.027777778;1.66452243;4.388888889;2.38180937;55;30.51434089;8.625;19.86202407;7.21875;15.5682356;13.46875;26.24940476;6.741935484;16.06023608;93.58823529;15.55852616
PARANTEZ;38;4.891891892;0.737254056;3.27027027;1.938622774;17.28571429;26.16876445;8.965517241;17.28435039;10.46666667;19.50372791;6.586206897;13.521193;6.75862069;13.55848488;53.74285714;39.36581292
MİS;37;7.513513514;1.366699626;5.540540541;2.155027643;75.08571429;25.92338421;5.685714286;13.52507786;9.771428571;19.80951304;6.4;13.49553303;6.771428571;19.10664454;48.42424242;33.95404091
HEYKEL;38;5.868421053;1.398281815;4;2.254125347;46.84848485;33.61558531;9.967741935;15.82294509;12.58064516;15.71787558;8.838709677;15.26454885;6.774193548;12.59817362;88.30555556;13.67128261
İBRİK;37;5.371428571;1.733505701;2.571428571;2.004197276;19.34615385;27.04062471;8.071428571;16.81473906;9.928571429;16.50797466;6.214285714;13.13845682;6.777777778;15.55964537;87.40625;18.54525307
